Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Liga 2,David Bruno,Torreense,34,FB & WB,27.16,51.65,30.05,23.56,62.72,36.35,21.12,0,56,E,,
2025/26,Liga 2,Miguel Figueiredo,Benfica B,17,MF,74.17,42.38,63.57,63.89,74.38,59.03,41.04,0,12,B,,
2025/26,Liga 2,Eduardo Felicissimo,Sporting CP B,19,MF,21.25,43.13,22.38,20.56,67.29,52.36,38.75,0,47,E,,
2025/26,Liga 2,Gabriel Costa,Feirense,19,MF,67.08,28.91,30.36,9.17,10,55.56,31.04,0,59,F,,
2025/26,Liga 2,M. Ondoa,UD Oliveirense,20,MF,83.54,40.52,77.86,85.28,15,30.28,74.79,0,28,C,,
2025/26,Liga 2,Amadu Baldé,Leixões,20,MF,17.5,46.08,13.81,13.89,57.29,52.22,26.04,0,58,E,,
2025/26,Liga 2,João Teixeira,Porto B,20,MF,70.21,61.19,76.55,87.78,28.96,41.67,66.67,0,19,B,,
2025/26,Liga 2,S. Popoola,Feirense,20,MF,21.46,31.1,32.74,40.28,37.92,66.81,58.33,0,43,D,,
2025/26,Liga 2,João Cruz,Benfica B,20,MF,29.38,35.83,50.48,66.39,47.08,34.17,42.29,0,38,D,,
2025/26,Liga 2,Kauê Rodrigues,Porto B,21,MF,45.42,64.01,47.74,50.56,20.62,44.86,29.17,0,45,D,,
2025/26,Liga 2,Rayan Lucas,Sporting CP B,21,MF,24.58,58.88,35.36,33.61,94.17,56.11,48.54,0,27,C,,
2025/26,Liga 2,Arnau Casas,Torreense,22,MF,56.67,43.2,30.48,10,38.96,54.31,39.38,0,54,E,,
2025/26,Liga 2,Samuel Justo,Sporting CP B,22,MF,83.75,61.83,65.12,39.17,70.21,41.53,33.96,0,21,B,,
2025/26,Liga 2,Miguel Teixeira,Lusitania FC Lourosa,22,MF,41.25,59.01,72.38,94.44,32.71,48.75,86.25,0,17,B,,
2025/26,Liga 2,Léo Azevedo,Torreense,22,MF,83.75,43.74,60,47.78,59.38,87.92,63.13,0,5,A,,
2025/26,Liga 2,Diogo Prioste,Benfica B,22,MF,56.88,82.62,57.26,51.11,77.71,55.69,58.33,0,10,A,,
2025/26,Liga 2,Tiago Brito,UD Oliveirense,22,MF,48.75,35.83,64.76,73.89,76.67,77.92,90.42,0,2,S,,
2025/26,Liga 2,Marco Cruz,Marítimo,22,MF,32.5,41.66,46.31,46.67,38.75,53.89,37.92,0,40,D,,
2025/26,Liga 2,André Simões,Torreense,22,MF,37.5,60.55,60.12,78.06,58.13,54.72,82.71,0,13,B,,
2025/26,Liga 2,Cláudio Araújo,Leixões,23,MF,65,65.61,69.29,69.44,61.25,49.72,43.33,0,15,B,,300000
2025/26,Liga 2,Miguel Menino,Farense,23,MF,65.42,58.05,79.88,85.83,42.92,42.36,61.25,0,16,B,,
2025/26,Liga 2,A. Alfaro,Torreense,23,MF,47.5,54.16,53.1,44.44,40.83,27.08,25.62,0,46,E,,
2025/26,Liga 2,Dani Borges,União de Leiria,23,MF,96.67,63.49,63.81,36.39,58.33,70.97,62.29,0,7,A,,
2025/26,Liga 2,Domingos Andrade,Porto B,23,MF,33.13,30.68,34.29,53.89,51.88,90.28,72.92,0,22,C,,
2025/26,Liga 2,Miguel Pires,União de Leiria,24,MF,16.04,41.1,28.69,38.06,50,43.06,50.21,0,50,E,,
2025/26,Liga 2,Guilherme Liberato,Torreense,24,MF,22.5,42.46,36.43,47.5,56.04,56.53,60.21,0,35,C,,
2025/26,Liga 2,Vasco Moreira,Felgueiras 1932,24,MF,80.42,78.71,82.74,75,47.5,25.42,55.42,0,18,B,,
2025/26,Liga 2,Samuel Lobato,Portimonense,24,MF,73.75,54.5,80.83,84.17,27.92,61.94,85.42,0,6,A,,
2025/26,Liga 2,Ktatau,Chaves,24,MF,29.58,43.28,57.86,80.83,61.46,37.5,63.75,0,26,C,,
2025/26,Liga 2,D. Doumbia,Feirense,24,MF,28.96,30.68,24.64,20,20.83,50.97,36.46,0,60,F,,
2025/26,Liga 2,Mamede,Portimonense,24,MF,67.08,65.2,72.38,70.83,45.62,29.03,46.88,0,25,C,,
2025/26,Liga 2,Michel Costa,Felgueiras 1932,24,MF,45.42,84.61,75.95,93.33,32.08,9.44,47.92,0,30,C,,
2025/26,Liga 2,Nuno Cunha,Paços de Ferreira,25,MF,59.79,77.3,62.14,65.28,70.83,64.86,70.21,0,4,A,,
2025/26,Liga 2,S. Messeguem,Académico de Viseu F.C.,25,MF,50.42,90.39,64.4,64.44,49.79,66.39,53.33,0,11,A,,
2025/26,Liga 2,Assane Ndiaye,Farense,26,MF,27.71,38.33,42.5,47.5,26.67,61.39,58.12,0,41,D,,
2025/26,Liga 2,Xavier,Portimonense,26,MF,58.54,18.6,34.29,23.89,16.04,68.47,59.79,0,51,E,,
2025/26,Liga 2,Gabi Pereira,Felgueiras 1932,26,MF,46.88,59.18,59.05,71.39,63.75,52.36,71.04,0,14,B,,
2025/26,Liga 2,Pedro Pinho,Chaves,26,MF,64.38,44.01,61.31,64.17,87.92,70.42,63.96,0,3,A,,
2025/26,Liga 2,V. Danilović,Marítimo,26,MF,24.58,29.28,25.6,39.17,78.96,65.28,62.92,0,32,C,,
2025/26,Liga 2,Moha Moukhliss,Vizela,26,MF,40.62,87.67,45.83,54.17,82.71,28.61,43.96,0,23,C,,
2025/26,Liga 2,W. Cagro,Portimonense,27,MF,70.21,37.06,47.02,35.83,47.5,17.5,26.88,0,53,E,,
2025/26,Liga 2,A. Bastunov,Vizela,27,MF,68.12,50.51,64.76,76.11,45,20.14,52.92,0,31,C,,
2025/26,Liga 2,I. Guirassy,Marítimo,27,MF,63.75,49.23,34.76,23.33,45.42,72.78,63.33,0,33,C,,
2025/26,Liga 2,Sabino,UD Oliveirense,27,MF,51.67,22.49,34.29,20,55.83,77.5,38.96,0,37,D,,
2025/26,Liga 2,A. Busnić,Vizela,28,MF,40.21,22.49,30.24,31.11,38.33,72.5,53.75,0,42,D,,
2025/26,Liga 2,Henrique Martins,Felgueiras 1932,28,MF,32.29,28.45,18.93,12.5,54.79,74.86,33.96,0,49,E,,
2025/26,Liga 2,Tokinho,Lusitania FC Lourosa,29,MF,28.54,22.49,30.36,46.94,54.58,56.25,49.79,0,39,D,,
2025/26,Liga 2,I. Alhassan,Lusitania FC Lourosa,29,MF,47.5,18.6,31.43,15,30.63,68.61,24.79,0,56,E,,
2025/26,Liga 2,Reko,Penafiel,30,MF,71.88,45.6,57.5,45.83,20,27.92,37.71,0,48,E,,
2025/26,Liga 2,Yannick Semedo,Farense,30,MF,12.08,67.72,43.21,62.5,78.75,31.53,38.54,0,34,C,,
2025/26,Liga 2,Diogo Pereira,UD Oliveirense,30,MF,15.83,44.24,44.17,74.44,59.38,28.89,59.58,0,36,C,,
2025/26,Liga 2,Francisco Ramos,Paços de Ferreira,31,MF,31.04,45.55,32.5,26.94,31.87,50.42,22.29,0,57,E,,
2025/26,Liga 2,Cláudio Falcão,Farense,31,MF,81.25,22.49,53.45,38.61,61.88,70.14,67.92,0,20,B,,
2025/26,Liga 2,Raphael Guzzo,Marítimo,31,MF,75.42,86.4,70.95,56.11,81.67,40.69,33.33,0,8,A,,
2025/26,Liga 2,Fabinho,Lusitania FC Lourosa,31,MF,83.75,78.19,72.74,59.17,62.5,49.17,44.38,0,9,A,,
2025/26,Liga 2,Pedro Sá,Penafiel,32,MF,25,31.1,23.93,15,57.92,59.17,40,0,52,E,,
2025/26,Liga 2,J. Teixeira,Chaves,32,MF,70.42,64.16,86.9,90,59.79,60.69,80.42,0,1,S,,
2025/26,Liga 2,Landinho,Felgueiras 1932,33,MF,55.62,64.28,54.4,43.89,57.29,9.31,16.67,0,44,D,,
2025/26,Liga 2,Luís Silva,Académico de Viseu F.C.,33,MF,39.38,50.08,21.19,12.5,42.92,63.89,31.46,0,55,E,,
2025/26,Liga 2,Costinha,Torreense,33,MF,83.33,71.23,67.02,49.72,44.17,34.72,38.12,0,29,C,,
2025/26,Liga 2,Arsénio,Lusitania FC Lourosa,36,MF,62.71,89.88,67.98,72.22,41.25,23.47,51.46,0,24,C,,
2025/26,Liga 2,Vladimir Silva,Paços de Ferreira,17,AM & W,31.38,37.64,32.65,38.1,55.87,50.51,42.09,0,41,D,,
2025/26,Liga 2,Flávio Gonçalves,Sporting CP B,18,AM & W,80.61,49.53,63.27,55.78,87.24,55.61,67.09,0,4,A,,
2025/26,Liga 2,André Miranda,Porto B,18,AM & W,54.85,55.79,43.15,50.68,29.85,67.35,55.36,0,26,C,,
2025/26,Liga 2,Paulo Cardoso,Sporting CP B,19,AM & W,57.91,43.42,69.53,91.16,28.83,53.57,71.43,0,11,A,,
2025/26,Liga 2,Gonçalo Sousa,Porto B,19,AM & W,56.89,59.74,55.54,64.63,52.3,25.68,43.88,0,21,C,,
2025/26,Liga 2,Danio Djassi,Portimonense,19,AM & W,40.82,37.26,50.58,61.56,58.67,37.07,67.09,0,27,C,,
2025/26,Liga 2,Álvaro Santos,Penafiel,20,AM & W,48.47,45.12,47.08,56.12,35.71,25,39.03,0,40,D,,
2025/26,Liga 2,Mauro Couto,Sporting CP B,20,AM & W,20.66,45.06,23.18,27.21,77.04,58.67,28.57,0,42,D,,
2025/26,Liga 2,Tiago Andrade,Porto B,20,AM & W,50.51,44.66,49.56,59.18,25.51,64.8,53.83,0,29,C,,
2025/26,Liga 2,Gonçalo Moreira,Benfica B,20,AM & W,56.89,46.48,43.59,32.31,83.16,46.09,50.77,0,24,C,,
2025/26,Liga 2,João Rêgo,Benfica B,20,AM & W,35.2,15.87,38.48,48.3,51.28,66.33,70.66,0,38,C,,
2025/26,Liga 2,Gui Meira,Feirense,21,AM & W,74.49,14.17,38.05,16.33,63.01,59.35,19.39,0,43,D,,
2025/26,Liga 2,Manuel Mendonça,Sporting CP B,21,AM & W,24.23,46.66,34.55,34.69,79.34,61.73,38.78,0,36,C,,
2025/26,Liga 2,David Costa,Paços de Ferreira,22,AM & W,57.65,36.96,40.38,32.31,73.72,76.53,47.19,0,22,C,,
2025/26,Liga 2,Werton,Leixões,22,AM & W,47.7,39.34,69.39,82.65,75.51,67.52,86.73,0,2,S,,
2025/26,Liga 2,Martín Tejón,Marítimo,22,AM & W,53.83,73.75,67.64,68.71,77.81,47.62,44.39,0,6,A,,
2025/26,Liga 2,Miguel Falé,Paços de Ferreira,22,AM & W,57.14,28.45,69.24,82.65,38.78,42.18,84.69,0,13,B,,
2025/26,Liga 2,Rodrigo Ramos,Vizela,22,AM & W,24.23,63.77,39.8,59.52,54.85,56.12,44.13,0,28,C,,
2025/26,Liga 2,Thauan Lara,Portimonense,22,AM & W,35.71,82.02,34.11,23.81,40.82,67.35,46.43,0,33,C,,
2025/26,Liga 2,D. Jean,Torreense,23,AM & W,73.21,69.15,79.88,78.91,52.04,27.38,66.33,0,5,A,,
2025/26,Liga 2,João Pinto,Paços de Ferreira,23,AM & W,16.84,35.6,25.8,21.77,60.97,66.84,52.55,0,44,D,,
2025/26,Liga 2,M. Lacava,Vizela,23,AM & W,38.52,93.52,68.22,85.37,22.19,38.27,78.32,0,10,A,,
2025/26,Liga 2,André Candeias,Farense,23,AM & W,57.4,14.17,33.97,10.88,35.97,78.4,34.95,0,46,E,,
2025/26,Liga 2,R. Esajas,Chaves,24,AM & W,55.36,71.53,65.89,64.63,23.47,37.59,62.24,0,16,B,,
2025/26,Liga 2,Manu Pozo,Torreense,24,AM & W,63.27,51.88,58.16,54.08,59.18,43.54,45.15,0,18,B,,
2025/26,Liga 2,Á. Zamora,Académico de Viseu F.C.,24,AM & W,83.16,55.83,64.29,44.56,51.28,34.35,31.12,0,20,C,,
2025/26,Liga 2,Reinaldo,Chaves,24,AM & W,66.84,56.83,70.99,71.77,41.84,24.49,64.03,0,14,B,1500000,
2025/26,Liga 2,I. Seydi,Torreense,24,AM & W,80.1,25.39,58.16,54.76,30.61,53.57,67.6,0,23,C,,
2025/26,Liga 2,Ronaldo Lumungo,Paços de Ferreira,24,AM & W,57.65,47.61,71.43,91.84,12.5,55.44,77.04,0,12,A,,
2025/26,Liga 2,João Guilherme,Académico de Viseu F.C.,25,AM & W,84.69,58.68,62.68,45.58,14.8,68.37,53.06,0,17,B,,
2025/26,Liga 2,Costinha,Paços de Ferreira,25,AM & W,62.5,30.15,50.58,46.26,53.57,46.6,29.08,0,37,C,,
2025/26,Liga 2,Léo Teixeira,Felgueiras 1932,26,AM & W,36.73,41.04,61.52,78.57,63.27,85.2,71.68,0,7,A,,
2025/26,Liga 2,João Silva,UD Oliveirense,26,AM & W,54.59,44.44,52.62,50,46.94,57.99,33.16,0,30,C,,
2025/26,Liga 2,B. Simo,Marítimo,26,AM & W,79.08,85.39,63.41,42.18,75.26,62.93,48.98,0,3,S,,300000
2025/26,Liga 2,C. Kahraman,Académico de Viseu F.C.,27,AM & W,64.03,93.07,49.71,25.51,65.31,41.67,30.36,0,19,B,,
2025/26,Liga 2,João Oliveira,Feirense,27,AM & W,11.48,73.29,32.94,35.71,49.74,54.76,27.04,0,39,D,,
2025/26,Liga 2,J. Van Der Gaag,União de Leiria,27,AM & W,43.62,96.39,69.1,79.25,62.5,45.41,80.1,0,1,S,,
2025/26,Liga 2,Bruno Silva,UD Oliveirense,28,AM & W,45.41,33.21,42.42,54.76,42.6,43.71,77.81,0,35,C,,
2025/26,Liga 2,Tiago Dias,Lusitania FC Lourosa,28,AM & W,59.18,77.15,74.49,91.16,53.57,23.98,56.63,0,8,A,,
2025/26,Liga 2,D. Loppy,Vizela,28,AM & W,28.06,70.45,47.67,62.93,53.83,53.74,69.39,0,15,B,,
2025/26,Liga 2,Jaiminho,Farense,28,AM & W,34.69,19.95,28.28,30.61,7.14,50.34,31.89,0,49,F,,
2025/26,Liga 2,Jair Matheus,União de Leiria,28,AM & W,50.26,55.59,60.5,62.24,56.89,70.41,73.47,0,9,A,,
2025/26,Liga 2,Bruno Almeida,Farense,29,AM & W,4.34,54.98,38.19,61.9,75.51,45.92,50.77,0,31,C,,
2025/26,Liga 2,Carlos Daniel,Marítimo,31,AM & W,85.71,50.55,42.42,7.14,26.02,47.28,17.35,0,45,E,,
2025/26,Liga 2,Davo,Penafiel,31,AM & W,76.28,48.74,60.93,46.94,65.05,21.43,31.38,0,25,C,,
2025/26,Liga 2,João Vasco,Lusitania FC Lourosa,31,AM & W,77.55,25.39,33.67,3.06,21.68,73.81,23.47,0,48,E,,
2025/26,Liga 2,Rúben Alves,Penafiel,31,AM & W,3.32,46.48,39.36,58.84,93.88,33.33,46.17,0,32,C,,
2025/26,Liga 2,Salvador Agra,Leixões,34,AM & W,45.15,69.9,42.86,38.1,46.17,46.94,38.27,0,34,C,,
2025/26,Liga 2,Marco Matias,Farense,36,AM & W,51.79,37.98,40.09,14.97,46.94,37.24,29.08,0,47,E,,
2025/26,Liga 2,T. Melnichenko,Porto B,19,CF,31.08,49.09,55.79,75.23,46.62,63.51,69.26,0,13,B,,380000
2025/26,Liga 2,Ivan Lima,Benfica B,21,CF,26.01,46.39,69.11,99.99,74.32,66.44,82.43,0,2,S,,
2025/26,Liga 2,Rafael Nel,Sporting CP B,21,CF,61.15,60.35,58.49,63.96,45.95,53.38,69.59,0,11,A,,
2025/26,Liga 2,J. Trevisan,Benfica B,21,CF,62.16,42.33,30.31,10.36,47.97,39.41,31.08,0,34,E,,
2025/26,Liga 2,Lucas Anjos,Sporting CP B,21,CF,44.26,25.67,42.47,64.41,53.72,63.29,31.42,0,26,C,,
2025/26,Liga 2,L. Vonić,Porto B,22,CF,48.31,22.51,37.07,45.05,63.85,42.57,45.61,0,28,D,,
2025/26,Liga 2,D. Michel,União de Leiria,22,CF,68.58,56.36,54.63,31.53,29.39,60.14,52.03,0,21,C,,
2025/26,Liga 2,José Bica,Leixões,22,CF,64.19,75.44,75.1,77.03,58.78,42.34,63.85,0,3,S,,300000
2025/26,Liga 2,Musa Drammeh,Torreense,24,CF,85.14,29.27,65.06,56.31,24.66,34.68,53.38,0,17,B,,
2025/26,Liga 2,Desmond Nketia,Feirense,24,CF,53.04,68.15,53.86,52.7,14.86,56.76,33.45,0,23,C,,
2025/26,Liga 2,Tiago Ribeiro,Feirense,24,CF,6.08,86.19,37.45,49.55,87.5,54.28,29.73,0,27,C,,
2025/26,Liga 2,Lucas Duarte,Felgueiras 1932,25,CF,72.3,29.72,53.67,46.4,42.23,69.14,64.53,0,14,B,,
2025/26,Liga 2,Raúl Alcaina,Penafiel,25,CF,30.74,33.77,57.34,81.98,23.99,43.02,65.54,0,22,C,,
2025/26,Liga 2,Tamble Monteiro,Portimonense,25,CF,86.49,49.09,64.86,45.95,37.84,56.31,56.08,0,12,A,,
2025/26,Liga 2,J. Sery,Penafiel,25,CF,69.26,66.66,53.86,32.88,48.65,50.45,40.88,0,20,C,,
2025/26,Liga 2,Manu Garrido,Vizela,25,CF,49.32,32.21,36.49,17.57,34.46,55.18,23.31,0,35,E,,
2025/26,Liga 2,Pedro Martelo,UD Oliveirense,26,CF,64.53,52.69,38.42,20.72,52.03,23.42,20.95,0,32,D,,
2025/26,Liga 2,B. Sangaré,Farense,26,CF,38.85,33.77,54.63,63.96,70.61,65.09,57.43,0,15,B,,
2025/26,Liga 2,João Victor,Paços de Ferreira,26,CF,38.51,38.17,32.82,41.89,42.23,51.13,41.89,0,29,D,,
2025/26,Liga 2,Mario Rivas,Felgueiras 1932,26,CF,71.62,68.51,66.02,61.71,51.01,87.16,73.31,0,1,S,,
2025/26,Liga 2,Y. Fortune,Vizela,27,CF,43.24,44.59,50.77,52.7,39.53,51.8,43.92,0,25,C,,
2025/26,Liga 2,Miguel Pereira,Lusitania FC Lourosa,27,CF,34.46,65.41,60.62,86.49,50.68,60.81,68.24,0,8,A,,
2025/26,Liga 2,Adrián Butzke,Marítimo,27,CF,82.77,69.36,72.01,44.59,61.49,54.05,70.61,0,4,S,,
2025/26,Liga 2,H. Mörschel,Vizela,28,CF,44.26,69.6,55.98,61.26,79.73,65.09,86.49,0,5,A,,
2025/26,Liga 2,M. Dauda,Portimonense,28,CF,29.05,49.09,53.47,67.12,34.46,86.04,57.09,0,16,B,,
2025/26,Liga 2,Ricardo Schutte,Penafiel,28,CF,8.45,19.36,37.07,75.68,58.78,27.03,62.16,0,30,D,,
2025/26,Liga 2,Leandro Antunes,Feirense,28,CF,46.62,69.86,54.63,58.11,64.19,76.58,63.18,0,9,A,,
2025/26,Liga 2,Andre Clóvis,Académico de Viseu F.C.,28,CF,93.58,53.36,61.39,32.88,35.47,31.76,42.91,0,19,C,,
2025/26,Liga 2,Pablo Fernández,União de Leiria,29,CF,33.11,75.66,50.77,65.32,76.69,65.54,67.23,0,10,A,,
2025/26,Liga 2,K. Zohi,Torreense,29,CF,59.8,69.98,54.25,30.63,75.34,27.93,28.38,0,24,C,,
2025/26,Liga 2,Rui Costa,Farense,30,CF,50,53.75,55.98,55.86,70.61,40.54,50,0,18,B,,
2025/26,Liga 2,Juan Muñoz,União de Leiria,30,CF,46.28,89.24,60.23,65.32,83.78,46.85,59.12,0,7,A,,
2025/26,Liga 2,B. Róchez,Leixões,31,CF,81.76,57.65,60.81,40.09,56.42,75.45,69.26,0,6,A,,
2025/26,Liga 2,Welinton Júnior,Portimonense,32,CF,18.58,20.26,29.73,51.35,31.76,8.56,35.14,0,37,F,,
2025/26,Liga 2,Ricardo Valente,Leixões,35,CF,46.28,52.24,38.22,33.78,39.86,29.05,30.74,0,33,D,,
2025/26,Liga 2,João Silva,Lusitania FC Lourosa,36,CF,42.57,41.03,32.24,24.32,43.58,29.28,29.05,0,36,E,,
2025/26,Liga 2,Roberto,Chaves,37,CF,67.57,33.21,34.36,15.32,46.96,45.95,30.74,0,31,D,,
2025/26,Liga 2,Diogo Ferreira,Benfica B,19,GK,0,0,0,0,0,0,0,45.83,14,D,,
2025/26,Liga 2,Gonçalo Ribeiro,Porto B,20,GK,0,0,0,0,0,0,0,39.24,19,E,,
2025/26,Liga 2,Diego Callai,Sporting CP B,21,GK,0,0,0,0,0,0,0,55.56,9,C,,
2025/26,Liga 2,Antonio Gomís,Vizela,22,GK,0,0,0,0,0,0,0,61.46,7,B,,
2025/26,Liga 2,Rafa,Paços de Ferreira,22,GK,0,0,0,0,0,0,0,56.94,8,C,,
2025/26,Liga 2,M. Gudžulić,Chaves,23,GK,0,0,0,0,0,0,0,50.69,10,D,,
2025/26,Liga 2,D. Gril,Académico de Viseu F.C.,24,GK,0,0,0,0,0,0,0,76.39,2,S,,
2025/26,Liga 2,Vitor Hugo,Lusitania FC Lourosa,24,GK,0,0,0,0,0,0,0,43.75,17,E,,
2025/26,Liga 2,Francisco Meixedo,Feirense,25,GK,0,0,0,0,0,0,0,34.03,23,F,,
2025/26,Liga 2,Miguel Ángel Morro,Leixões,25,GK,0,0,0,0,0,0,0,34.03,24,F,,
2025/26,Liga 2,Diego Altube,Feirense,26,GK,0,0,0,0,0,0,0,48.96,11,D,,
2025/26,Liga 2,Felipe Scheibig,Felgueiras 1932,26,GK,0,0,0,0,0,0,0,45.14,15,D,,
2025/26,Liga 2,Brian Araújo,Farense,26,GK,0,0,0,0,0,0,0,70.83,3,A,,
2025/26,Liga 2,Samú Silva,Marítimo,27,GK,0,0,0,0,0,0,0,68.75,4,A,,
2025/26,Liga 2,M. Cleiton,Portimonense,27,GK,0,0,0,0,0,0,0,41.32,18,E,,
2025/26,Liga 2,João Bravim,União de Leiria,28,GK,0,0,0,0,0,0,0,38.89,20,E,,
2025/26,Liga 2,Lucas Paes,Torreense,28,GK,0,0,0,0,0,0,0,77.08,1,S,,
2025/26,Liga 2,S. Cibois,Portimonense,28,GK,0,0,0,0,0,0,0,47.92,12,D,,
2025/26,Liga 2,Joan Femenías,Penafiel,29,GK,0,0,0,0,0,0,0,64.93,6,B,,
2025/26,Liga 2,Mateus Pasinato,Felgueiras 1932,33,GK,0,0,0,0,0,0,0,65.97,5,B,,
2025/26,Liga 2,Ricardo Ribeiro,UD Oliveirense,36,GK,0,0,0,0,0,0,0,44.44,16,E,,
2025/26,Liga 2,I. Stefanović,Leixões,38,GK,0,0,0,0,0,0,0,47.57,13,D,,
2025/26,Liga 2,Vózinha,Chaves,39,GK,0,0,0,0,0,0,0,36.81,21,F,,
2025/26,Liga 2,Marafona,Paços de Ferreira,39,GK,0,0,0,0,0,0,0,36.81,22,F,,
2025/26,Liga 3,Afonso Sousa,SC Braga B,19,CB,14.72,32.96,36.98,66.94,59.07,67.61,73.59,0,20,B,,
2025/26,Liga 3,Miguel Vila Cova,Varzim,19,CB,82.66,63.94,65.21,43.82,27.22,73.66,58.47,0,8,A,,
2025/26,Liga 3,Kauê Alves,Mafra,20,CB,34.07,62.81,61.87,87.37,48.79,52.42,76.01,0,11,A,,
2025/26,Liga 3,André Oliveira,Vitória SC B,20,CB,76.21,32.96,67.86,70.43,47.58,44.09,85.89,0,14,B,,
2025/26,Liga 3,Rika,Vitória SC B,20,CB,40.93,44.79,50.92,52.69,46.77,56.72,53.63,0,32,C,,
2025/26,Liga 3,Nuno Matos,SC Braga B,21,CB,16.33,57.76,36.41,51.61,73.79,36.83,40.73,0,47,C,,
2025/26,Liga 3,Moussa Camara,Mafra,21,CB,69.96,47.01,47.7,26.61,56.45,51.61,53.23,0,31,C,,
2025/26,Liga 3,Fodé Pascoal,SC Braga B,21,CB,49.8,44.79,45.74,53.76,58.47,63.44,52.82,0,23,B,,
2025/26,Liga 3,Afonso Pinto,CF Os Belenenses,22,CB,95.56,32.96,59.22,32.53,33.27,68.01,52.62,0,21,B,,
2025/26,Liga 3,Alcobia,Vitória SC B,22,CB,70.97,52.17,43.78,16.67,71.98,65.86,40.93,0,24,B,,
2025/26,Liga 3,Rui Carreira,Caldas,22,CB,34.07,50.97,50.35,54.3,53.23,45.43,45.77,0,40,C,,
2025/26,Liga 3,Samuel Vivas,Amarante,22,CB,50.4,56.22,41.82,48.92,45.77,60.48,43.75,0,29,C,,
2025/26,Liga 3,Gonçalo Cunha,Trofense,23,CB,47.58,70.6,56.91,69.09,44.96,35.35,58.27,0,34,C,,
2025/26,Liga 3,Duarte Maneta,Caldas,23,CB,58.27,32.96,58.64,71.77,43.95,53.9,76.41,0,16,B,,
2025/26,Liga 3,Duarte Henriques,Atlético CP,23,CB,64.31,32.96,69.82,87.1,75.4,51.61,64.52,0,7,A,,
2025/26,Liga 3,F. Mendes,Amarante,23,CB,33.27,40.89,32.03,30.65,12.5,52.55,57.46,0,57,D,,
2025/26,Liga 3,David Vinhas,União Santarém,23,CB,14.72,63.13,25.12,39.25,19.56,59.41,52.82,0,51,D,,
2025/26,Liga 3,Rui Pacheco,Paredes,23,CB,49.8,38.91,34.56,14.52,55.65,40.59,46.37,0,55,D,,
2025/26,Liga 3,Edu Borges,1º Dezembro,23,CB,26.41,32.96,33.41,43.01,60.48,68.01,43.95,0,36,C,,
2025/26,Liga 3,Fernando Loureiro,Sanjoanense,23,CB,25,44.49,30.18,37.37,68.15,53.09,23.79,0,50,D,,
2025/26,Liga 3,Eduardo Monteiro,Caldas,23,CB,89.11,44.79,86.87,87.37,66.13,43.55,71.17,0,5,A,,
2025/26,Liga 3,Cesinha,CF Os Belenenses,24,CB,30.04,56.32,59.68,87.63,62.5,40.73,90.73,0,12,B,,
2025/26,Liga 3,Derick,Varzim,24,CB,84.88,55.81,72.12,55.38,41.53,80.24,64.92,0,3,S,,
2025/26,Liga 3,Rodrigo Rêgo,Varzim,24,CB,26.01,44.79,37.9,42.2,66.13,67.47,46.77,0,27,C,,
2025/26,Liga 3,Pedro Pereira,União Santarém,24,CB,63.91,60.52,45.85,25.54,32.66,43.82,29.23,0,53,D,,
2025/26,Liga 3,Ricardo Teixeira,Académica,24,CB,63.1,32.96,54.49,55.65,28.23,44.49,45.77,0,46,C,,
2025/26,Liga 3,Francisco Saldanha,Trofense,25,CB,19.35,71.94,62.1,96.51,61.49,40.73,65.52,0,17,B,,
2025/26,Liga 3,David Martins,AD Marco 09,25,CB,18.35,55.81,43.43,54.3,26.61,59.41,52.22,0,42,C,,
2025/26,Liga 3,Guilherme,Académica,25,CB,60.89,56.22,46.08,44.89,18.55,36.96,47.78,0,54,D,,
2025/26,Liga 3,Bruno Almeida,Atlético CP,25,CB,50.6,50.97,64.4,65.05,39.11,75.13,57.86,0,9,A,,
2025/26,Liga 3,Alisson Calegari,Sporting Covilhã,25,CB,31.25,72.62,50.35,64.25,60.48,44.22,60.89,0,25,B,,
2025/26,Liga 3,Diogo Gomes,Trofense,25,CB,68.75,44.79,61.75,51.88,45.97,83.6,70.36,0,4,S,,
2025/26,Liga 3,Matheus Brito,Paredes,25,CB,33.67,32.96,46.08,62.9,73.59,22.04,46.57,0,52,D,,
2025/26,Liga 3,Miguel Rodeia,União Santarém,25,CB,42.14,77.05,58.87,58.6,37.5,62.9,57.26,0,15,B,,
2025/26,Liga 3,Chicão,Varzim,25,CB,42.54,52.59,43.43,44.89,39.31,41.94,63.91,0,44,C,,
2025/26,Liga 3,Carlos Balsa,Sporting Covilhã,26,CB,83.67,32.96,61.87,48.12,54.84,83.74,82.46,0,2,S,,
2025/26,Liga 3,L. Mané,1º Dezembro,26,CB,20.16,32.96,32.95,50.27,40.73,55.24,49.8,0,49,D,,
2025/26,Liga 3,Caiser Gomes,1º Dezembro,26,CB,27.22,59.16,50.12,60.22,64.92,18.01,35.08,0,56,D,,
2025/26,Liga 3,João Serrão,São João Ver,26,CB,83.87,50.97,61.29,37.9,83.47,47.85,18.35,0,26,B,,
2025/26,Liga 3,Rodrigo Monteiro,Lusitano Évora 1911,26,CB,72.58,32.96,44.24,26.34,20.97,34.81,34.27,0,59,E,,
