Season,League,Player,Team,Age,Position,Goal-Scoring,Assist-Creation,Attack,Dribbling,Possession,Defense,Physical,Goalkeeping,PosRank,Grade,Sale,Cost
2025/26,Liga Portugal,Thiago Carvalho,Vitória SC,23,CB,75.4,32.44,60.83,53.23,44.56,65.86,63.1,0,18,B,,600000
2025/26,Liga Portugal,Óscar Rivas,Vitória SC,26,CB,59.68,32.44,63.25,78.23,61.29,47.04,70.97,0,19,B,,
2025/26,Liga Portugal,Miguel Nóbrega,Vitória SC,26,CB,81.65,32.44,62.44,57.53,36.29,16.4,26.81,0,54,E,,
2025/26,Liga Portugal,R. Abascal,Vitória SC,32,CB,54.64,82.79,61.29,63.44,83.06,34.54,45.97,0,22,C,,
2025/26,Liga Portugal,Christian Marques,Tondela,23,CB,18.35,32.44,24.42,32.8,35.89,32.66,19.96,0,59,F,,
2025/26,Liga Portugal,B. Medina,Tondela,24,CB,52.82,63.35,55.41,42.74,23.79,67.88,55.85,0,27,C,,2500000
2025/26,Liga Portugal,João Silva,Tondela,27,CB,73.39,32.44,46.66,36.29,36.9,53.36,38.51,0,43,C,,
2025/26,Liga Portugal,Z. Debast,Sporting CP,22,CB,22.38,86.44,55.65,80.11,95.77,37.1,55.85,0,17,B,,
2025/26,Liga Portugal,O. Diomandé,Sporting CP,22,CB,56.05,49.58,60.94,56.99,62.9,31.59,55.04,0,36,C,,
2025/26,Liga Portugal,Gonçalo Inácio,Sporting CP,24,CB,59.68,89.31,62.21,63.71,91.13,34.41,58.67,0,13,B,,
2025/26,Liga Portugal,Eduardo Quaresma,Sporting CP,24,CB,72.58,89.67,75,79.57,93.35,44.49,62.7,0,2,A,,
2025/26,Liga Portugal,Gabriel Moscardo,SC Braga,20,CB,50.81,71.84,71.77,74.46,46.17,59.41,77.62,0,9,B,,
2025/26,Liga Portugal,B. Arrey-Mbi,SC Braga,23,CB,12.7,53.63,22.58,25.27,51.21,41.67,37.5,0,56,E,,
2025/26,Liga Portugal,S. Niakaté,SC Braga,26,CB,55.65,55.82,65.21,54.84,73.79,45.7,60.89,0,20,B,,
2025/26,Liga Portugal,G. Lagerbielke,SC Braga,26,CB,79.03,45.34,53.11,33.33,67.74,40.99,50.2,0,33,C,,2500000
2025/26,Liga Portugal,Vitor Carvalho,SC Braga,29,CB,81.65,88.51,62.44,36.29,49.6,48.39,45.97,0,23,C,,
2025/26,Liga Portugal,Henrique Silva,Santa Clara,20,CB,30.24,32.44,36.41,44.89,31.85,52.55,28.83,0,53,D,,
2025/26,Liga Portugal,Sidney Lima,Santa Clara,29,CB,46.77,48.83,60.71,71.77,44.76,38.44,47.18,0,40,C,,
2025/26,Liga Portugal,Frederico Venâncio,Santa Clara,33,CB,55.24,59.05,44.12,33.33,59.68,59.95,53.23,0,26,C,,
2025/26,Liga Portugal,Luís Rocha,Santa Clara,39,CB,22.18,32.44,29.15,38.71,44.35,15.05,31.85,0,60,F,,
2025/26,Liga Portugal,Gustavo Mancha,Rio Ave,21,CB,35.08,52.6,42.63,32.8,68.95,47.04,62.5,0,34,C,,
2025/26,Liga Portugal,Nelson Abbey,Rio Ave,22,CB,14.52,70.34,58.18,93.28,22.18,40.59,67.14,0,37,C,,
2025/26,Liga Portugal,F. Petrasso,Rio Ave,24,CB,27.22,48.83,41.71,44.89,31.05,30.24,49.6,0,55,E,,
2025/26,Liga Portugal,J. Panzo,Rio Ave,25,CB,35.48,32.44,42.51,52.15,34.48,81.99,55.65,0,25,C,,
2025/26,Liga Portugal,J. Brabec,Rio Ave,33,CB,46.98,43.19,38.94,38.17,52.42,56.05,39.92,0,41,C,,
2025/26,Liga Portugal,J. Kiwior,Porto,26,CB,45.97,59.4,62.1,73.12,64.11,64.52,87.1,0,5,A,,19000000
2025/26,Liga Portugal,J. Bednarek,Porto,30,CB,55.24,50.13,43.78,48.12,79.03,68.82,75.2,0,8,B,,7500000
2025/26,Liga Portugal,Zé Vitor,Nacional,25,CB,78.83,48.57,63.59,54.03,46.77,71.64,45.77,0,14,B,,
2025/26,Liga Portugal,Léo Santos,Nacional,27,CB,83.27,77.28,85.83,82.53,41.33,54.44,62.9,0,7,A,,
2025/26,Liga Portugal,Gilberto Batista,Moreirense,22,CB,21.37,32.44,26.96,34.68,51.81,61.42,45.77,0,45,D,,
2025/26,Liga Portugal,Maracás,Moreirense,32,CB,68.15,32.44,33.87,13.98,52.02,42.88,32.46,0,51,D,,
2025/26,Liga Portugal,Marcelo,Moreirense,36,CB,81.25,32.44,44.93,15.05,55.24,61.96,29.84,0,38,C,,
2025/26,Liga Portugal,Antonio Espigares,Gil Vicente,21,CB,70.97,48.83,50.69,24.73,57.26,26.21,39.72,0,48,D,,200000
2025/26,Liga Portugal,M. Elimbi,Gil Vicente,23,CB,38.1,46.23,50.12,66.4,32.66,27.28,41.53,0,52,D,,
2025/26,Liga Portugal,Jonathan Buatu,Gil Vicente,32,CB,51.61,65.1,36.87,23.92,30.65,39.38,50,0,49,D,,
2025/26,Liga Portugal,I. Ba,Famalicão,20,CB,54.64,48.83,56.11,60.22,59.48,70.83,69.76,0,10,B,,
2025/26,Liga Portugal,L. Realpe,Famalicão,25,CB,71.98,59.05,57.95,43.28,50,50.67,44.56,0,30,C,,3000000
2025/26,Liga Portugal,J. De Haas,Famalicão,26,CB,73.79,47.98,66.13,67.2,69.35,43.15,38.91,0,24,C,,
2025/26,Liga Portugal,A. Chernev,Estrela Amadora,24,CB,44.15,32.44,50,58.06,28.23,22.98,41.94,0,57,E,,
2025/26,Liga Portugal,Luan Patrick,Estrela Amadora,24,CB,14.52,46.23,39.06,72.04,61.29,65.46,51.01,0,28,C,,
2025/26,Liga Portugal,Bernardo Schappo,Estrela Amadora,27,CB,33.47,54.6,47.12,49.19,53.23,76.21,68.95,0,15,B,,200000
2025/26,Liga Portugal,K. Boma,Estoril,23,CB,65.93,38.65,47.7,38.17,23.39,66.94,67.54,0,29,C,,
2025/26,Liga Portugal,F. Bacher,Estoril,25,CB,60.28,52.19,40.9,27.15,67.34,56.72,45.56,0,32,C,,
2025/26,Liga Portugal,Ferro,Estoril,29,CB,72.98,32.44,39.29,18.28,46.77,65.99,34.88,0,39,C,,
2025/26,Liga Portugal,Kaly,Casa Pia AC,22,CB,19.76,44.68,30.3,44.62,28.23,80.91,66.13,0,31,C,,
2025/26,Liga Portugal,David Sousa,Casa Pia AC,24,CB,80.04,32.44,70.51,72.58,48.79,76.08,68.75,0,6,A,,
2025/26,Liga Portugal,João Goulart,Casa Pia AC,26,CB,36.69,32.44,44.59,55.38,22.98,48.66,47.18,0,47,D,,
2025/26,Liga Portugal,André Geraldes,Casa Pia AC,35,CB,22.78,32.44,34.45,50.27,20.77,15.73,23.59,0,62,F,,
2025/26,Liga Portugal,José Fonte,Casa Pia AC,42,CB,63.31,52.6,52.65,33.06,32.26,67.2,31.65,0,35,C,,
2025/26,Liga Portugal,António Silva,Benfica,22,CB,66.73,78.26,85.02,92.74,87.9,60.75,86.69,0,1,S,,
2025/26,Liga Portugal,Tomás Araújo,Benfica,24,CB,74.6,72.22,87.56,92.74,86.49,38.71,68.75,0,3,A,,
2025/26,Liga Portugal,N. Otamendi,Benfica,38,CB,73.19,32.44,66.71,69.89,63.31,72.72,78.02,0,4,A,,
2025/26,Liga Portugal,Paulo Vitor,AVS (Vilafranquense),24,CB,21.37,48.83,41.94,53.23,41.94,48.66,25.4,0,50,D,,
2025/26,Liga Portugal,C. Devenish,AVS (Vilafranquense),25,CB,15.32,43.19,35.14,51.08,37.1,65.73,48.39,0,42,C,,
2025/26,Liga Portugal,Ponck,AVS (Vilafranquense),31,CB,37.1,65.2,36.64,16.13,20.36,29.84,17.34,0,58,F,,
2025/26,Liga Portugal,A. Santos,AVS (Vilafranquense),37,CB,73.19,32.44,50.23,31.45,20.16,86.69,55.04,0,21,C,,
2025/26,Liga Portugal,B. Popović,Arouca,26,CB,50.4,32.44,38.59,46.77,37.5,48.52,46.77,0,46,D,,
2025/26,Liga Portugal,José Fontán,Arouca,26,CB,68.35,72.22,66.59,63.71,83.06,44.62,55.04,0,12,B,,
2025/26,Liga Portugal,Javi Sánchez,Arouca,29,CB,29.64,79.38,37.21,36.83,56.85,79.97,51.21,0,16,B,,
2025/26,Liga Portugal,B. Meupiyou,Alverca,20,CB,25.4,54.53,52.19,77.42,39.52,31.59,55.24,0,44,D,,
2025/26,Liga Portugal,Naves,Alverca,24,CB,63.31,43.19,60.83,59.68,77.82,65.86,56.25,0,11,B,,
2025/26,Liga Portugal,Sergi Gómez,Alverca,34,CB,22.18,37.23,18.32,13.44,31.85,26.88,33.67,0,61,F,,
2025/26,Liga Portugal,T. Strata,Vitória SC,21,FB & WB,56.84,57.91,75.47,89.94,75.94,44.18,64.62,0,6,A,,
2025/26,Liga Portugal,Miguel Maga,Vitória SC,23,FB & WB,18.63,30.7,21.97,19.18,68.4,39.31,39.62,0,52,E,,
2025/26,Liga Portugal,João Mendes,Vitória SC,26,FB & WB,36.08,49.64,37.87,43.71,77.83,45.28,37.97,0,30,D,,
2025/26,Liga Portugal,E. Maviram,Tondela,25,FB & WB,57.31,35.42,50.13,52.2,38.21,49.69,38.68,0,34,D,,
2025/26,Liga Portugal,Tiago Manso,Tondela,26,FB & WB,46.46,41.08,45.42,43.71,45.52,51.73,26.89,0,40,D,,
2025/26,Liga Portugal,Rodrigo Conceição,Tondela,26,FB & WB,66.27,45.33,64.42,71.07,36.08,41.35,47.64,0,20,C,,
2025/26,Liga Portugal,Bebeto,Tondela,36,FB & WB,31.6,27.87,25.47,39.31,60.61,73.11,35.85,0,37,D,,
2025/26,Liga Portugal,Iván Fresneda,Sporting CP,21,FB & WB,69.34,38.25,77.22,88.68,53.54,75.94,91.75,0,1,S,,
2025/26,Liga Portugal,G. Vagiannidis,Sporting CP,24,FB & WB,58.02,80.84,73.45,68.55,48.82,52.99,84.43,0,7,A,,13000000
2025/26,Liga Portugal,M. Araújo,Sporting CP,26,FB & WB,93.4,72.88,81.94,62.26,72.64,48.43,45.28,0,8,A,,
2025/26,Liga Portugal,Mario Dorgeles,SC Braga,21,FB & WB,90.09,63.41,71.29,43.71,54.01,26.57,54.48,0,18,C,,11000000
2025/26,Liga Portugal,Gabri Martínez,SC Braga,23,FB & WB,78.54,72.99,92.72,98.74,44.81,44.81,68.4,0,2,S,,
2025/26,Liga Portugal,Leonardo Lelo,SC Braga,26,FB & WB,31.13,95.08,38.54,22.96,83.49,33.49,15.8,0,39,D,,
2025/26,Liga Portugal,Víctor Gómez,SC Braga,26,FB & WB,66.27,75.12,64.42,55.97,67.45,45.13,37.97,0,16,B,,
2025/26,Liga Portugal,Paulo Victor,Santa Clara,25,FB & WB,50.71,40.3,36.93,37.11,43.87,65.09,34.67,0,36,D,,
2025/26,Liga Portugal,Calila,Santa Clara,27,FB & WB,60.85,24.41,47.71,50,19.1,38.21,45.28,0,45,E,,
2025/26,Liga Portugal,Lucas Soares,Santa Clara,28,FB & WB,32.08,46.47,43.94,44.97,53.3,37.26,32.31,0,43,D,,
2025/26,Liga Portugal,N. Athanasiou,Rio Ave,25,FB & WB,20.75,49.25,45.01,62.58,73.82,28.93,49.53,0,28,C,,
2025/26,Liga Portugal,M. Vrousai,Rio Ave,27,FB & WB,63.68,46.42,57.82,47.17,74.53,80.97,69.1,0,10,A,,
2025/26,Liga Portugal,Martim Fernandes,Porto,20,FB & WB,50.94,30.7,36.66,36.79,54.95,65.25,45.75,0,29,C,,
2025/26,Liga Portugal,Alberto Costa,Porto,22,FB & WB,66.98,88.21,77.76,77.67,40.8,65.88,68.16,0,3,A,,15000000
2025/26,Liga Portugal,Francisco Moura,Porto,26,FB & WB,91.51,64.03,76.42,61.01,75.94,44.18,53.77,0,11,A,,
2025/26,Liga Portugal,Z. Sanusi,Porto,28,FB & WB,75.47,53,69.81,68.24,58.02,49.06,90.33,0,9,A,,
2025/26,Liga Portugal,A. Núñez,Nacional,21,FB & WB,56.13,64.4,40.43,30.19,35.61,63.05,40.09,0,32,D,,
2025/26,Liga Portugal,José Gomes,Nacional,29,FB & WB,61.79,75.14,59.97,53.46,25.71,49.06,46.7,0,22,C,,
2025/26,Liga Portugal,João Aurélio,Nacional,37,FB & WB,15.57,19.38,20.89,32.08,24.06,93.08,66.51,0,38,D,,
2025/26,Liga Portugal,Kiko,Moreirense,24,FB & WB,56.6,21.58,33.96,22.96,51.18,66.35,31.37,0,42,D,,
2025/26,Liga Portugal,Dinis Pinto,Moreirense,25,FB & WB,58.96,70.16,54.18,47.17,27.12,71.7,60.85,0,17,C,,
2025/26,Liga Portugal,Hevertton,Gil Vicente,25,FB & WB,16.04,21.58,23.05,34.28,22.17,65.88,51.18,0,50,E,,
2025/26,Liga Portugal,Zé Carlos,Gil Vicente,27,FB & WB,20.99,31.15,31.4,44.34,41.51,50.16,46.46,0,47,E,,
2025/26,Liga Portugal,G. Konan,Gil Vicente,30,FB & WB,29.72,24.41,47.57,70.44,73.58,63.05,91.04,0,14,B,,
2025/26,Liga Portugal,Pedro Bondo,Famalicão,21,FB & WB,21.93,27.87,32.08,41.19,46.23,80.5,50.94,0,31,D,,500000
2025/26,Liga Portugal,Rodrigo Pinheiro,Famalicão,23,FB & WB,75.71,71.39,74.12,74.84,69.58,50,69.34,0,4,A,,
2025/26,Liga Portugal,Rafa Soares,Famalicão,31,FB & WB,61.08,46.74,48.25,44.65,73.82,27.52,25.94,0,35,D,,
2025/26,Liga Portugal,Otávio,Estrela Amadora,20,FB & WB,16.98,34.63,15.77,19.5,40.8,88.05,52.83,0,41,D,,
2025/26,Liga Portugal,J. Encada,Estrela Amadora,28,FB & WB,24.53,46.16,53.5,87.74,27.12,38.05,70.75,0,24,C,,
2025/26,Liga Portugal,Pedro Carvalho,Estoril,23,FB & WB,44.34,35.42,54.45,66.98,47.41,34.91,60.38,0,26,C,,
2025/26,Liga Portugal,Ricard Sánchez,Estoril,26,FB & WB,81.84,72.27,71.02,47.8,64.86,25.79,36.08,0,19,C,,
2025/26,Liga Portugal,Pedro Amaral,Estoril,28,FB & WB,29.48,52.59,28.84,23.58,54.72,36.64,39.39,0,48,E,,
2025/26,Liga Portugal,Abdu Conté,Casa Pia AC,28,FB & WB,20.75,55.86,39.22,49.06,48.35,19.5,33.49,0,49,E,,
2025/26,Liga Portugal,Gaizka Larrazabal,Casa Pia AC,28,FB & WB,83.73,49.88,66.04,46.86,23.11,45.75,56.6,0,21,C,,
2025/26,Liga Portugal,S. Lopes Cabral,Benfica,23,FB & WB,85.85,81.7,94.61,96.86,30.42,28.46,50.71,0,12,A,10000000,6000000
2025/26,Liga Portugal,S. Dahl,Benfica,23,FB & WB,49.29,39.51,55.66,65.41,79.95,50.31,73.82,0,15,B,,
2025/26,Liga Portugal,A. Dedić,Benfica,23,FB & WB,68.87,74.14,74.66,73.9,65.57,41.82,77.83,0,5,A,,12000000
2025/26,Liga Portugal,L. Rivas,AVS (Vilafranquense),24,FB & WB,21.46,39.19,26.42,34.91,18.63,72.17,54.95,0,44,E,,
2025/26,Liga Portugal,Mateus Pivô,AVS (Vilafranquense),28,FB & WB,18.4,17.49,11.46,8.18,49.06,61.16,28.77,0,53,F,,
2025/26,Liga Portugal,Kiki,AVS (Vilafranquense),31,FB & WB,28.3,44.9,41.64,48.11,57.08,72.17,44.1,0,25,C,,
2025/26,Liga Portugal,Tiago Esgaio,Arouca,30,FB & WB,79.95,81.99,48.79,13.52,66.04,54.87,31.84,0,23,C,,
2025/26,Liga Portugal,B. Kuipers,Arouca,31,FB & WB,65.33,48.32,30.59,5.66,21.93,47.48,40.09,0,51,E,,
2025/26,Liga Portugal,Francisco Chissumba,Alverca,20,FB & WB,40.57,31.69,38.14,36.79,46.23,39.78,46.46,0,46,E,,
2025/26,Liga Portugal,I. James,Alverca,21,FB & WB,34.91,71.12,49.6,54.4,28.3,56.6,44.58,0,27,C,,
2025/26,Liga Portugal,Diogo Spencer,Alverca,22,FB & WB,61.56,47.02,49.06,57.23,65.09,21.07,36.32,0,33,D,,
2025/26,Liga Portugal,Nabil Touaizi,Alverca,25,FB & WB,56.37,72.98,72.24,82.39,53.07,38.21,62.26,0,13,B,,
2025/26,Liga Portugal,Diogo Sousa,Vitória SC,20,MF,66.81,43.8,68.97,78.74,80.6,81.47,67.67,0,2,S,11000000,
2025/26,Liga Portugal,Gonçalo Nogueira,Vitória SC,22,MF,46.12,69.44,67.61,73.56,23.49,66.52,81.25,0,18,B,,
2025/26,Liga Portugal,Beni,Vitória SC,23,MF,34.05,30.36,28.94,37.64,45.69,69.97,60.56,0,36,C,,
2025/26,Liga Portugal,J. Rodríguez,Tondela,20,MF,17.24,30.36,21.31,19.83,49.35,46.41,37.5,0,54,E,,
2025/26,Liga Portugal,J. Hodge,Tondela,23,MF,62.93,47.32,54.31,28.74,60.34,37.79,18.1,0,39,D,,
2025/26,Liga Portugal,Y. Sithole,Tondela,27,MF,48.28,23.18,26.35,24.71,31.68,39.22,31.47,0,57,E,,
2025/26,Liga Portugal,Cícero Alves,Tondela,29,MF,52.8,50.99,29.06,16.67,58.19,58.91,49.35,0,37,D,,
2025/26,Liga Portugal,M. Hjulmand,Sporting CP,26,MF,75.43,73.21,51.23,25.86,75.43,61.93,62.28,0,17,B,,
2025/26,Liga Portugal,H. Morita,Sporting CP,31,MF,59.05,75.18,65.39,66.95,80.82,80.17,72.84,0,1,S,,
2025/26,Liga Portugal,J. Gorby,SC Braga,23,MF,46.12,31.46,44.46,56.9,64.66,38.79,55.6,0,29,C,,
2025/26,Liga Portugal,F. Grillitsch,SC Braga,30,MF,67.67,54.21,66.26,67.82,63.79,71.7,75.86,0,7,A,,
2025/26,Liga Portugal,João Moutinho,SC Braga,39,MF,42.67,70.34,53.08,58.91,86.64,71.26,52.37,0,11,A,,
2025/26,Liga Portugal,José Tavares,Santa Clara,22,MF,26.08,30.36,42.73,58.05,37.93,57.76,48.71,0,40,D,,
2025/26,Liga Portugal,Serginho,Santa Clara,26,MF,51.08,68.45,67.49,81.03,42.67,20.98,50.86,0,26,C,,
2025/26,Liga Portugal,Adriano Firmino,Santa Clara,26,MF,27.59,23.18,39.16,54.89,57.33,15.66,54.09,0,48,D,1000000,
2025/26,Liga Portugal,Pedro Ferreira,Santa Clara,28,MF,34.27,23.18,38.67,44.83,51.29,79.31,52.37,0,28,C,,
2025/26,Liga Portugal,B. Aguilera,Rio Ave,22,MF,40.3,43.58,52.46,60.92,48.28,18.82,45.69,0,41,D,,
2025/26,Liga Portugal,A. Ntoi,Rio Ave,23,MF,49.14,48.31,41.63,32.47,29.31,61.21,42.67,0,42,D,,
2025/26,Liga Portugal,T. Nikitscher,Rio Ave,26,MF,54.96,38.98,40.27,37.36,30.39,73.28,56.03,0,34,C,,500000
2025/26,Liga Portugal,Rodrigo Mora,Porto,19,MF,72.41,66.74,94.09,99.43,40.95,42.67,85.78,0,4,S,,
2025/26,Liga Portugal,V. Froholdt,Porto,20,MF,92.89,60.53,91.26,93.97,20.69,47.7,82.97,0,10,A,,20000000
2025/26,Liga Portugal,Gabri Veiga,Porto,23,MF,84.48,83.26,91.26,84.2,36.64,23.28,51.08,0,16,B,,15000000
2025/26,Liga Portugal,A. Varela,Porto,24,MF,43.97,48.69,47.54,46.55,75.22,54.74,49.57,0,21,C,,
2025/26,Liga Portugal,P. Rosario,Porto,29,MF,77.16,33.38,61.82,66.09,89.44,70.26,68.97,0,3,S,,3750000
2025/26,Liga Portugal,Matheus Dias,Nacional,24,MF,33.19,38.5,25.12,18.68,41.81,76.44,45.69,0,43,D,,
2025/26,Liga Portugal,C. Labidi,Nacional,24,MF,56.9,38.58,45.07,36.78,23.71,62.93,22.2,0,45,D,,
2025/26,Liga Portugal,Liziero,Nacional,28,MF,33.19,85.13,47.78,45.98,59.48,61.93,47.63,0,20,B,,
2025/26,Liga Portugal,M. Stjepanović,Moreirense,22,MF,38.79,23.18,24.38,15.23,52.59,45.69,19.61,0,55,E,,
2025/26,Liga Portugal,Rodri Alonso,Moreirense,23,MF,83.62,75.91,67.98,54.89,60.78,14.22,29.31,0,25,C,,
2025/26,Liga Portugal,Zé Carlos,Gil Vicente,24,MF,14.01,30.36,21.67,25,70.04,48.71,22.84,0,51,E,,
2025/26,Liga Portugal,F. Cáseres,Gil Vicente,24,MF,13.58,46.45,17.73,12.07,51.72,59.05,26.08,0,53,E,,
2025/26,Liga Portugal,Luís Esteves,Gil Vicente,28,MF,73.49,77.92,81.28,79.02,73.28,20.26,54.96,0,13,A,,
2025/26,Liga Portugal,M. De Amorim,Famalicão,21,MF,84.7,72.47,81.4,74.14,43.75,49.86,52.59,0,15,A,,
2025/26,Liga Portugal,T. Van De Looi,Famalicão,26,MF,17.24,30.36,22.04,21.55,52.59,35.92,42.67,0,56,E,,
2025/26,Liga Portugal,Robinho,Estrela Amadora,23,MF,41.59,67.26,54.56,50.86,36.42,55.89,37.28,0,31,C,,525000
2025/26,Liga Portugal,Paulo Moreira,Estrela Amadora,26,MF,69.18,49.71,54.31,52.59,33.19,33.05,44.18,0,38,D,,
2025/26,Liga Portugal,Jovane Cabral,Estrela Amadora,27,MF,89.66,58.24,77.96,61.21,41.38,21.26,50.22,0,22,C,,
2025/26,Liga Portugal,A. Tsoungui,Estoril,23,MF,15.52,50.05,33.13,40.23,51.51,74.57,55.39,0,32,C,,
2025/26,Liga Portugal,Jandro Orellana,Estoril,25,MF,25.86,57.58,36.7,37.64,89.66,33.48,48.06,0,30,C,,
2025/26,Liga Portugal,J. Holsgrove,Estoril,26,MF,25.65,83.54,51.97,67.82,79.53,60.92,64.22,0,12,A,,
2025/26,Liga Portugal,João Carvalho,Estoril,29,MF,89.01,85.98,89.29,83.91,68.97,17.39,46.98,0,8,A,,
2025/26,Liga Portugal,Renato Nhaga,Casa Pia AC,19,MF,73.71,55.17,71.55,81.32,18.32,34.77,64.66,0,23,C,6500000,
2025/26,Liga Portugal,Rafael Brito,Casa Pia AC,24,MF,66.38,51.91,49.75,37.36,23.28,66.09,42.89,0,35,C,,
2025/26,Liga Portugal,Iyad Mohamed,Casa Pia AC,25,MF,45.69,49.49,32.64,30.17,45.04,52.59,30.39,0,44,D,,
2025/26,Liga Portugal,S. Pérez,Casa Pia AC,33,MF,12.5,43.86,16.5,14.94,31.03,46.98,15.73,0,58,F,,
2025/26,Liga Portugal,R. Ríos,Benfica,25,MF,86.21,78.66,82.64,75.86,39.66,41.95,65.3,0,14,A,,27000000
2025/26,Liga Portugal,E. Barrenechea,Benfica,25,MF,46.34,35.58,34.24,24.43,75.86,75.57,54.09,0,24,C,,
2025/26,Liga Portugal,F. Aursnes,Benfica,30,MF,77.59,74.55,78.33,72.41,73.71,43.68,62.93,0,5,A,,
2025/26,Liga Portugal,G. Mendonça,AVS (Vilafranquense),23,MF,23.28,30.36,44.46,65.8,36.85,63.36,59.27,0,33,C,,
2025/26,Liga Portugal,Á. Algobia,AVS (Vilafranquense),26,MF,62.28,43.99,49.26,33.62,39.22,41.95,19.83,0,46,D,,
2025/26,Liga Portugal,Roni,AVS (Vilafranquense),27,MF,54.74,23.18,29.68,16.38,21.98,75.72,39.87,0,50,E,,
2025/26,Liga Portugal,J. Grau,AVS (Vilafranquense),28,MF,24.78,40.57,36.82,45.98,31.47,40.09,28.02,0,52,E,,
2025/26,Liga Portugal,T. Fukui,Arouca,21,MF,59.05,71.27,57.64,66.95,70.69,58.76,78.02,0,9,A,,
2025/26,Liga Portugal,E. Van Ee,Arouca,22,MF,46.34,46.9,36.33,46.55,59.7,60.06,52.59,0,27,C,,300000
2025/26,Liga Portugal,Amorim,Alverca,21,MF,56.68,36.97,66.13,82.76,55.6,34.91,62.72,0,19,B,7500000,310000
2025/26,Liga Portugal,Lincoln,Alverca,27,MF,61.85,74.19,74.26,75.29,57.76,61.93,73.71,0,6,A,,
2025/26,Liga Portugal,Rhaldney,Alverca,27,MF,49.35,30.48,36.82,36.78,39.66,38.65,64.66,0,47,D,,
2025/26,Liga Portugal,S. Abdulai,Alverca,27,MF,24.57,23.18,35.22,49.71,18.97,51.58,71.77,0,49,E,,
2025/26,Liga Portugal,Geovany Quenda,Sporting CP,19,AM & W,55.53,81.36,60.85,60.58,78.85,33.49,48.08,0,10,B,50000000,
2025/26,Liga Portugal,Landerson,Moreirense,19,AM & W,12.5,40.31,35.16,60.58,48.32,50.16,62.98,0,39,D,,1000000
2025/26,Liga Portugal,G. Prestianni,Benfica,20,AM & W,60.82,85.97,78.98,82.69,61.06,71.47,77.4,0,1,S,,
2025/26,Liga Portugal,William Gomes,Porto,20,AM & W,93.75,47.15,83.93,83.97,62.26,54.49,47.84,0,5,A,,
2025/26,Liga Portugal,O. Perea,AVS (Vilafranquense),20,AM & W,48.08,19.15,57.69,75,19.71,46.31,64.9,0,29,D,,
2025/26,Liga Portugal,C. Nuozzi,Alverca,20,AM & W,30.29,12.91,28.16,32.37,31.25,46.47,49.28,0,51,F,,
2025/26,Liga Portugal,A. Schjelderup,Benfica,21,AM & W,87.5,79.2,84.48,74.68,58.17,52.4,73.56,0,3,S,,
2025/26,Liga Portugal,Gustavo Sá,Famalicão,21,AM & W,47.84,35.2,30.22,20.83,87.26,65.54,29.57,0,35,D,,
2025/26,Liga Portugal,Noah Saviolo,Vitória SC,22,AM & W,37.5,60.94,54.95,73.08,18.03,24.52,56.49,0,28,D,11500000,
2025/26,Liga Portugal,Diogo Travassos,Moreirense,22,AM & W,37.5,36.87,48.21,65.71,60.82,66.03,46.88,0,21,C,5500000,
2025/26,Liga Portugal,H. Sudakov,Benfica,23,AM & W,59.38,57.98,51.24,39.1,76.92,47.44,45.19,0,18,C,,27000000
2025/26,Liga Portugal,Joelson Fernandes,Gil Vicente,23,AM & W,23.56,64.83,43.68,52.88,21.63,36.86,24.52,0,48,E,,750000
2025/26,Liga Portugal,I. Stoica,Estrela Amadora,23,AM & W,46.88,32.46,40.52,40.71,36.06,43.75,49.76,0,45,D,,1300000
2025/26,Liga Portugal,Lee Hyun-Ju,Arouca,23,AM & W,73.56,25.58,47.94,45.19,43.75,42.47,47.84,0,34,D,,1500000
2025/26,Liga Portugal,T. Akinsola,AVS (Vilafranquense),23,AM & W,10.58,46.48,42.58,76.92,35.1,28.69,68.51,0,38,D,,
2025/26,Liga Portugal,P. Lima,AVS (Vilafranquense),23,AM & W,41.11,38.16,27.47,16.67,48.08,80.45,48.56,0,44,D,4000000,
2025/26,Liga Portugal,Diogo Bezerra,Rio Ave,23,AM & W,17.31,59.97,58.24,86.22,35.58,41.19,56.73,0,20,C,,
2025/26,Liga Portugal,Pablo Ruan,Nacional,23,AM & W,13.7,35.84,27.06,34.94,23.08,72.28,41.11,0,50,E,,
2025/26,Liga Portugal,A. Moreira,Gil Vicente,24,AM & W,54.09,40.79,68.82,80.77,26.68,47.28,58.41,0,17,C,,
2025/26,Liga Portugal,Figueiredo,Alverca,24,AM & W,78.37,36.99,64.56,66.67,48.56,37.82,57.69,0,16,C,,750000
2025/26,Liga Portugal,André Luiz,Rio Ave,24,AM & W,90.38,70.16,77.75,75,17.55,37.18,66.83,0,9,B,6750000,
2025/26,Liga Portugal,Telmo Arcanjo,Vitória SC,24,AM & W,12.5,51.35,42.45,62.18,59.62,26.76,45.19,0,40,D,,
2025/26,Liga Portugal,Brenner,Santa Clara,24,AM & W,37.5,36.31,68.68,85.9,9.13,40.54,42.55,0,27,C,,
2025/26,Liga Portugal,M. Aïko,Tondela,25,AM & W,33.65,52.97,56.59,73.08,45.67,34.29,48.08,0,25,C,,
2025/26,Liga Portugal,Pablo Gozálbez,Arouca,25,AM & W,29.81,52.01,32.69,21.79,60.1,72.12,21.15,0,43,D,,
